 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,5.156,5.411
2,0.000,255,255,255,4.578,5.211
3,0.000,255,255,255,5.100,4.911
4,0.000,255,255,255,4.389,4.911
5,0.000,255,255,255,3.733,4.878
6,0.000,255,255,255,5.622,4.856
7,0.000,255,255,255,5.022,4.778
8,0.000,255,255,255,3.178,4.744
9,0.000,255,255,255,2.711,4.744
10,0.000,255,255,255,3.767,4.644
11,0.000,255,255,255,6.567,4.544
12,0.000,255,255,255,5.822,4.467
13,0.000,255,255,255,4.044,4.467
14,0.000,255,255,255,5.244,4.411
15,0.000,255,255,255,2.822,4.433
16,0.000,255,255,255,4.333,4.411
17,0.000,255,255,255,4.533,4.378
18,0.000,255,255,255,3.578,4.322
19,0.000,255,255,255,4.967,4.311
20,0.000,255,255,255,5.556,4.200
21,0.000,255,255,255,3.233,4.167
22,0.000,255,255,255,6.322,4.167
23,0.000,255,255,255,2.100,4.100
24,0.000,255,255,255,4.200,4.078
25,0.000,255,255,255,5.222,4.067
26,0.000,255,255,255,2.778,4.000
27,0.000,255,255,255,3.678,3.756
28,0.000,255,255,255,5.833,3.844
29,0.000,255,255,255,4.633,3.833
30,0.000,255,255,255,4.389,3.711
31,0.000,255,255,255,5.744,3.722
32,0.000,255,255,255,5.422,3.600
33,0.000,255,255,255,4.789,3.578
34,0.000,255,255,255,5.767,3.500
35,0.000,255,255,255,4.167,3.433
36,0.000,255,255,255,3.600,3.244
37,0.000,220,220,220,5.150,3.269
38,0.000,255,255,255,4.744,3.189
39,0.000,255,255,255,2.722,3.211
40,0.000,255,255,255,1.911,3.167
41,0.000,255,255,255,5.578,3.044
42,0.000,255,255,255,4.556,3.011
43,0.000,255,255,255,6.111,3.022
44,0.000,255,255,255,3.967,2.867
45,0.000,255,255,255,3.500,2.878
46,0.000,255,255,255,5.822,2.889
47,0.000,255,255,255,5.244,2.844
48,0.000,255,255,255,3.033,2.656
49,0.000,255,255,255,3.467,2.622
50,0.000,255,255,255,4.522,2.544
51,0.000,255,255,255,6.122,2.444
52,0.000,255,255,255,5.300,2.444
53,0.000,255,255,255,3.311,2.422
54,0.000,255,255,255,5.011,2.267
55,0.000,255,255,255,3.978,2.333
56,0.000,255,255,255,4.789,2.289
57,0.000,108,108,108,0.046,3.254
58,0.000,255,255,255,3.533,2.178
59,0.000,255,255,255,4.822,1.733
60,0.000,254,254,254,4.078,5.278
61,0.000,254,254,254,2.656,5.144
62,0.000,254,254,254,2.222,4.678
63,0.000,254,254,254,3.644,4.533
64,0.000,254,254,254,6.367,3.833
65,0.000,254,254,254,2.256,3.600
66,0.000,254,254,254,3.933,2.733
67,0.000,254,254,254,4.000,2.022
68,0.000,253,253,253,6.211,5.000
69,0.000,253,253,253,6.500,3.233
70,0.000,253,253,253,2.700,2.222
71,0.000,252,252,252,4.289,5.711
72,0.000,252,252,252,5.667,5.211
73,0.000,252,252,252,4.089,4.722
74,0.000,252,252,252,3.544,1.833
75,0.000,251,251,251,1.089,4.478
76,0.000,251,251,251,5.756,2.378
77,0.000,251,251,251,5.589,2.267
78,0.000,251,251,251,4.344,2.256
79,0.000,251,251,251,4.133,1.933
80,0.000,251,251,251,4.311,1.522
81,0.000,250,250,250,5.156,2.022
82,0.000,250,250,250,2.667,1.744
83,0.000,184,184,184,3.750,5.831
84,0.000,249,249,249,4.744,5.611
85,0.000,249,249,249,5.678,5.511
86,0.000,249,249,249,1.511,4.678
87,0.000,249,249,249,1.489,2.744
88,0.000,248,248,248,3.189,5.256
89,0.000,248,248,248,4.833,5.067
90,0.000,248,248,248,3.367,2.856
91,0.000,247,247,247,1.644,2.500
92,0.000,247,247,247,1.867,2.444
93,0.000,246,246,246,1.378,3.667
94,0.000,246,246,246,6.578,2.544
95,0.000,245,245,245,2.878,5.767
96,0.000,245,245,245,3.256,5.556
97,0.000,245,245,245,2.356,5.111
98,0.000,245,245,245,1.289,4.278
99,0.000,245,245,245,5.744,1.289
100,0.000,244,244,244,5.378,5.678
101,0.000,244,244,244,2.678,5.511
102,0.000,244,244,244,1.811,5.189
103,0.000,244,244,244,2.200,4.033
104,0.000,244,244,244,0.689,3.611
105,0.000,243,243,243,1.011,3.456
106,0.000,243,243,243,0.956,3.311
107,0.000,242,242,242,6.556,4.989
108,0.000,241,241,241,2.878,2.311
109,0.000,191,191,191,4.994,5.824
110,0.000,238,238,238,3.056,5.722
111,0.000,237,237,237,3.400,6.011
112,0.000,237,237,237,5.300,5.922
113,0.000,237,237,237,6.167,1.678
114,0.000,237,237,237,4.078,1.356
115,0.000,236,236,236,6.189,5.367
116,0.000,236,236,236,6.489,2.022
117,0.000,234,234,234,4.656,0.989
118,0.000,233,233,233,1.722,3.333
119,0.000,232,232,232,1.078,4.178
120,0.000,231,231,231,3.556,1.100
121,0.000,246,246,246,6.143,4.735
122,0.000,229,229,229,4.567,5.956
123,0.000,157,157,157,2.357,2.639
124,0.000,229,229,229,4.756,1.444
125,0.000,228,228,228,2.411,5.722
126,0.000,228,228,228,1.144,2.689
127,0.000,225,225,225,7.000,2.467
128,0.000,223,223,223,1.311,5.033
129,0.000,222,222,222,2.800,1.322
130,0.000,222,222,222,5.000,0.867
131,0.000,221,221,221,1.167,2.233
132,0.000,217,217,217,0.833,2.911
133,0.000,215,215,215,0.767,4.000
134,0.000,215,215,215,2.944,1.522
135,0.000,151,151,151,1.831,5.654
136,0.000,211,211,211,1.467,1.444
137,0.000,209,209,209,0.633,4.156
138,0.000,208,208,208,4.267,0.889
139,0.000,204,204,204,0.633,2.267
140,0.000,204,204,204,5.156,0.511
141,0.000,203,203,203,4.267,1.278
142,0.000,201,201,201,0.467,3.422
143,0.000,200,200,200,0.489,3.722
144,0.000,200,200,200,2.356,1.078
145,0.000,199,199,199,2.267,0.933
146,0.000,194,194,194,0.878,1.800
147,0.000,194,194,194,3.322,0.856
148,0.000,160,160,160,1.831,4.061
149,0.000,169,169,169,4.046,5.602
150,0.000,183,183,183,4.644,0.556
151,0.000,177,177,177,2.722,0.600
152,0.000,185,185,185,2.091,5.513
153,0.000,227,227,227,6.765,3.646
154,0.000,163,163,163,2.972,3.646
155,0.000,123,123,123,7.446,3.424
156,0.000,85,85,85,3.639,0.061
157,0.000,71,71,71,3.794,6.550
158,0.000,135,135,135,5.498,1.535
159,0.000,157,157,157,6.039,1.017
160,0.000,161,161,161,5.706,0.698
161,0.000,98,98,98,2.217,1.580
162,0.000,164,164,164,2.009,2.002
163,0.000,142,142,142,2.350,2.061
164,0.000,183,183,183,0.617,2.787
165,0.000,215,215,215,5.550,5.839
166,0.000,220,220,220,6.646,3.883
167,0.000,174,174,174,6.787,3.254
168,0.000,148,148,148,5.491,1.135
169,0.000,145,145,145,5.165,1.483
170,0.000,153,153,153,2.224,3.424
171,0.000,154,154,154,3.765,0.498
172,0.000,97,97,97,3.424,0.461
173,0.000,134,134,134,3.009,0.417
