 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,2.756,3.522
2,0.000,255,255,255,1.844,3.756
3,0.000,255,255,255,2.333,3.133
4,0.000,255,255,255,3.233,3.356
5,0.000,255,255,255,3.489,3.300
6,0.000,255,255,255,2.822,3.300
7,0.000,255,255,255,1.822,3.233
8,0.000,210,210,210,3.350,3.044
9,0.000,255,255,255,4.033,3.044
10,0.000,255,255,255,3.189,2.956
11,0.000,255,255,255,1.556,2.911
12,0.000,255,255,255,2.922,2.933
13,0.000,255,255,255,2.789,2.822
14,0.000,255,255,255,2.322,2.833
15,0.000,255,255,255,3.956,2.800
16,0.000,255,255,255,2.556,2.744
17,0.000,255,255,255,3.522,2.667
18,0.000,255,255,255,2.389,2.667
19,0.000,207,207,207,2.056,2.567
20,0.000,255,255,255,1.456,2.578
21,0.000,255,255,255,3.733,2.522
22,0.000,255,255,255,3.289,2.567
23,0.000,255,255,255,1.300,2.567
24,0.000,255,255,255,3.544,2.533
25,0.000,255,255,255,4.356,2.522
26,0.000,255,255,255,4.056,2.500
27,0.000,255,255,255,3.011,2.456
28,0.000,255,255,255,2.300,2.478
29,0.000,255,255,255,3.811,2.433
30,0.000,255,255,255,2.611,2.411
31,0.000,255,255,255,3.489,2.411
32,0.000,255,255,255,2.889,2.411
33,0.000,255,255,255,3.278,2.367
34,0.000,255,255,255,1.344,2.378
35,0.000,237,237,237,1.889,2.356
36,0.000,255,255,255,4.344,2.333
37,0.000,255,255,255,4.011,2.178
38,0.000,255,255,255,2.100,2.211
39,0.000,255,255,255,2.478,2.178
40,0.000,255,255,255,3.811,2.156
41,0.000,255,255,255,1.689,2.133
42,0.000,255,255,255,2.833,2.067
43,0.000,255,255,255,1.689,1.911
44,0.000,255,255,255,2.189,1.889
45,0.000,255,255,255,3.456,1.867
46,0.000,255,255,255,1.956,1.822
47,0.000,255,255,255,2.311,1.789
48,0.000,255,255,255,4.211,1.767
49,0.000,255,255,255,2.533,1.733
50,0.000,255,255,255,3.711,1.656
51,0.000,255,255,255,3.356,1.644
52,0.000,255,255,255,2.644,1.633
53,0.000,255,255,255,1.489,1.500
54,0.000,255,255,255,2.744,1.233
55,0.000,254,254,254,1.411,3.567
56,0.000,254,254,254,1.278,3.439
57,0.000,253,253,253,1.978,3.700
58,0.000,212,212,212,3.811,3.100
59,0.000,251,251,251,1.811,3.000
60,0.000,250,250,250,0.967,3.044
61,0.000,250,250,250,3.056,2.311
62,0.000,248,248,248,3.522,1.611
63,0.000,247,247,247,1.078,3.333
64,0.000,162,162,162,3.528,3.028
65,0.000,247,247,247,0.844,2.522
66,0.000,247,247,247,3.178,2.078
67,0.000,247,247,247,2.944,0.822
68,0.000,246,246,246,0.656,2.744
69,0.000,246,246,246,4.289,2.711
70,0.000,246,246,246,1.633,2.678
71,0.000,246,246,246,1.144,2.067
72,0.000,244,244,244,2.522,3.411
73,0.000,244,244,244,3.756,2.956
74,0.000,149,149,149,0.778,2.183
75,0.000,244,244,244,2.322,1.622
76,0.000,140,140,140,2.378,3.772
77,0.000,243,243,243,1.678,3.211
78,0.000,205,205,205,1.056,1.717
79,0.000,243,243,243,1.644,1.422
80,0.000,241,241,241,2.444,3.589
81,0.000,241,241,241,1.311,3.122
82,0.000,182,182,182,0.778,2.928
83,0.000,241,241,241,1.578,2.400
84,0.000,241,241,241,3.067,2.122
85,0.000,240,240,240,1.422,3.356
86,0.000,240,240,240,2.944,3.078
87,0.000,240,240,240,3.144,1.133
88,0.000,239,239,239,2.078,1.511
89,0.000,237,237,237,1.100,1.922
90,0.000,198,198,198,3.689,3.278
91,0.000,236,236,236,3.833,1.244
92,0.000,234,234,234,1.589,3.156
93,0.000,234,234,234,1.411,1.389
94,0.000,233,233,233,2.056,2.967
95,0.000,233,233,233,2.767,2.233
96,0.000,233,233,233,4.289,2.156
97,0.000,231,231,231,2.467,3.878
98,0.000,231,231,231,1.778,3.589
99,0.000,231,231,231,3.367,2.889
100,0.000,231,231,231,2.911,1.600
101,0.000,231,231,231,2.000,1.456
102,0.000,230,230,230,4.456,1.533
103,0.000,229,229,229,0.933,2.300
104,0.000,229,229,229,3.989,1.933
105,0.000,229,229,229,2.344,1.222
106,0.000,227,227,227,2.022,2.744
107,0.000,227,227,227,4.600,2.311
108,0.000,166,166,166,1.822,2.644
109,0.000,226,226,226,0.789,1.978
110,0.000,226,226,226,2.844,1.944
111,0.000,226,226,226,4.567,1.811
112,0.000,226,226,226,3.056,1.000
113,0.000,224,224,224,0.633,2.278
114,0.000,224,224,224,1.422,2.100
115,0.000,224,224,224,4.067,1.611
116,0.000,223,223,223,1.544,2.756
117,0.000,223,223,223,2.767,1.889
118,0.000,223,223,223,3.178,1.589
119,0.000,222,222,222,1.133,2.322
120,0.000,222,222,222,2.067,1.333
121,0.000,220,220,220,2.189,3.822
122,0.000,220,220,220,2.667,2.011
123,0.000,219,219,219,2.256,3.622
124,0.000,179,179,179,4.006,1.439
125,0.000,217,217,217,1.556,3.567
126,0.000,217,217,217,4.667,2.156
127,0.000,217,217,217,1.722,1.567
128,0.000,217,217,217,3.222,1.300
129,0.000,216,216,216,4.478,1.967
130,0.000,216,216,216,2.022,1.722
131,0.000,214,214,214,1.878,1.211
132,0.000,159,159,159,4.222,1.283
133,0.000,214,214,214,2.756,0.911
134,0.000,213,213,213,3.556,0.911
135,0.000,212,212,212,4.333,2.022
136,0.000,212,212,212,4.389,1.711
137,0.000,210,210,210,1.622,0.778
138,0.000,209,209,209,1.111,2.567
139,0.000,209,209,209,1.289,1.167
140,0.000,255,255,255,2.622,2.922
141,0.000,207,207,207,0.789,1.256
142,0.000,207,207,207,4.022,1.189
