 ,Area,Mean,Min,Max,X,Y
1,0.000,193,193,193,12.972,10.778
2,0.000,229,229,229,12.028,11.111
3,0.000,195,195,195,12.972,11.944
4,0.000,193,193,193,13.917,11.472
5,0.000,215,215,215,15.028,12.528
6,0.000,158,158,158,17.000,11.583
7,0.000,40,40,40,16.278,10.500
8,0.000,141,141,141,14.528,9.750
9,0.000,203,203,203,15.278,9.444
10,0.000,186,186,186,14.167,8.833
11,0.000,86,86,86,13.444,8.583
12,0.000,194,194,194,12.750,9.056
13,0.000,107,107,107,12.833,8.056
14,0.000,85,85,85,12.083,7.667
15,0.000,80,80,80,14.222,7.639
16,0.000,91,91,91,14.444,6.833
17,0.000,125,125,125,13.500,7.222
18,0.000,154,154,154,15.028,7.472
19,0.000,98,98,98,16.917,8.528
20,0.000,124,124,124,17.417,10.167
21,0.000,179,179,179,18.167,10.722
22,0.000,214,214,214,18.333,12.000
23,0.000,78,78,78,17.583,12.500
24,0.000,177,177,177,15.833,13.889
25,0.000,210,210,210,15.028,14.361
26,0.000,170,170,170,14.139,13.694
27,0.000,134,134,134,13.722,14.167
28,0.000,113,113,113,11.333,14.722
29,0.000,57,57,57,11.472,13.306
30,0.000,139,139,139,11.722,12.139
31,0.000,113,113,113,10.611,12.944
32,0.000,150,150,150,9.917,12.167
33,0.000,58,58,58,11.333,11.306
34,0.000,122,122,122,10.861,9.611
35,0.000,53,53,53,10.694,8.556
36,0.000,71,71,71,9.972,9.833
37,0.000,61,61,61,9.806,10.861
38,0.000,87,87,87,9.972,16.889
39,0.000,80,80,80,11.556,17.111
40,0.000,115,115,115,12.222,18.444
41,0.000,125,125,125,13.667,16.944
42,0.000,215,215,215,14.194,15.500
43,0.000,100,100,100,16.028,17.306
44,0.000,86,86,86,18.306,15.556
45,0.000,91,91,91,17.250,15.139
46,0.000,86,86,86,18.083,7.972
47,0.000,129,129,129,18.639,9.639
48,0.000,76,76,76,20.278,10.250
49,0.000,150,150,150,19.639,11.528
50,0.000,139,139,139,19.944,12.500
51,0.000,125,125,125,15.056,6.194
52,0.000,57,57,57,13.306,5.778
53,0.000,100,100,100,12.056,6.556
54,0.000,102,102,102,11.083,6.778
55,0.000,102,102,102,10.250,6.806
56,0.000,125,125,125,11.194,7.500
57,0.000,58,58,58,9.806,7.861
58,0.000,140,140,140,9.000,9.806
59,0.000,48,48,48,7.750,10.333
60,0.000,121,121,121,8.917,8.417
61,0.000,141,141,141,8.194,8.583
62,0.000,62,62,62,9.194,6.333
63,0.000,97,97,97,10.444,5.333
64,0.000,35,35,35,11.917,5.472
65,0.000,138,138,138,12.583,4.806
66,0.000,107,107,107,14.556,5.111
67,0.000,183,183,183,14.889,4.083
68,0.000,125,125,125,16.861,6.806
69,0.000,83,83,83,18.444,6.528
70,0.000,41,41,41,7.194,16.389
71,0.000,123,123,123,7.722,13.694
72,0.000,124,124,124,6.917,11.556
73,0.000,60,60,60,13.639,0.556
74,0.000,127,127,127,11.639,28.167
75,0.000,32,32,32,0.889,12.528
76,0.000,29,29,29,25.361,13.528
77,0.000,116,116,116,19.806,17.417
78,0.000,136,136,136,19.722,14.611
79,0.000,77,77,77,18.000,18.694
80,0.000,206,206,206,17.556,16.611
81,0.000,91,91,91,16.472,21.000
82,0.000,161,161,161,14.833,20.389
83,0.000,183,183,183,13.944,19.083
84,0.000,182,182,182,13.333,20.944
85,0.000,151,151,151,11.500,20.222
86,0.000,221,221,221,11.028,18.722
87,0.000,213,213,213,8.333,18.611
