 ,Area,Mean,Min,Max,X,Y
1,0.000,139,139,139,1.414,1.180
2,0.000,255,255,255,0.494,1.043
3,0.000,255,255,255,1.026,1.006
4,0.000,255,255,255,0.760,0.975
5,0.000,255,255,255,0.631,0.965
6,0.000,255,255,255,1.132,0.951
7,0.000,255,255,255,0.392,0.944
8,0.000,255,255,255,0.689,0.883
9,0.000,255,255,255,0.644,0.818
10,0.000,255,255,255,0.331,0.661
11,0.000,255,255,255,0.920,0.706
12,0.000,255,255,255,0.484,0.672
13,0.000,255,255,255,0.651,0.661
14,0.000,255,255,255,0.757,0.528
15,0.000,255,255,255,0.382,0.549
16,0.000,255,255,255,0.498,0.453
17,0.000,255,255,255,0.856,0.440
18,0.000,180,180,180,0.621,0.387
19,0.000,255,255,255,0.573,0.331
20,0.000,255,255,255,0.886,0.327
21,0.000,255,255,255,1.087,0.276
22,0.000,255,255,255,0.948,0.153
23,0.000,253,253,253,0.866,1.289
24,0.000,252,252,252,1.012,1.343
25,0.000,252,252,252,0.747,0.886
26,0.000,252,252,252,0.938,0.256
27,0.000,250,250,250,0.736,0.774
28,0.000,246,246,246,1.105,0.358
29,0.000,244,244,244,0.648,1.180
30,0.000,244,244,244,0.862,1.152
31,0.000,244,244,244,0.951,0.951
32,0.000,136,136,136,1.162,0.762
33,0.000,242,242,242,0.644,0.539
34,0.000,242,242,242,1.036,0.286
35,0.000,238,238,238,0.644,1.452
36,0.000,238,238,238,0.706,1.381
37,0.000,238,238,238,1.040,0.770
38,0.000,232,232,232,0.750,1.548
39,0.000,136,136,136,1.057,0.939
40,0.000,230,230,230,0.999,0.893
41,0.000,230,230,230,1.531,0.617
42,0.000,155,155,155,1.228,0.423
43,0.000,229,229,229,1.043,0.170
44,0.000,228,228,228,0.787,0.702
45,0.000,226,226,226,1.306,1.139
46,0.000,226,226,226,1.524,0.511
47,0.000,225,225,225,0.648,1.360
48,0.000,225,225,225,0.576,1.282
49,0.000,187,187,187,0.841,1.016
50,0.000,220,220,220,0.770,1.166
51,0.000,184,184,184,1.266,0.698
52,0.000,220,220,220,1.568,0.484
53,0.000,100,100,100,1.332,0.426
54,0.000,218,218,218,0.416,0.805
55,0.000,217,217,217,1.050,0.634
56,0.000,216,216,216,1.122,0.839
57,0.000,213,213,213,1.220,0.181
58,0.000,212,212,212,1.422,0.515
59,0.000,210,210,210,1.551,0.781
60,0.000,210,210,210,0.876,0.675
61,0.000,210,210,210,1.193,0.368
62,0.000,206,206,206,1.139,1.415
63,0.000,204,204,204,1.483,1.081
64,0.000,204,204,204,1.343,0.607
65,0.000,202,202,202,1.278,1.019
66,0.000,202,202,202,1.275,0.873
67,0.000,98,98,98,1.573,0.996
68,0.000,200,200,200,0.965,0.801
69,0.000,213,213,213,0.539,0.594
70,0.000,200,200,200,0.637,0.460
71,0.000,196,196,196,1.244,1.319
72,0.000,196,196,196,1.418,0.805
73,0.000,194,194,194,1.647,0.798
74,0.000,194,194,194,1.111,0.460
75,0.000,189,189,189,1.098,1.537
76,0.000,128,128,128,1.316,0.810
77,0.000,184,184,184,1.285,1.381
78,0.000,184,184,184,1.173,0.539
79,0.000,183,183,183,0.880,0.805
80,0.000,183,183,183,1.353,0.736
81,0.000,183,183,183,1.183,0.481
82,0.000,179,179,179,0.770,1.312
83,0.000,116,116,116,1.353,0.539
84,0.000,172,172,172,1.592,0.702
85,0.000,171,171,171,0.938,1.456
86,0.000,171,171,171,0.808,1.387
87,0.000,168,168,168,0.702,1.101
88,0.000,160,160,160,1.357,1.312
89,0.000,148,148,148,1.272,0.573
90,0.000,229,229,229,0.814,0.560
91,0.000,194,194,194,0.807,0.301
92,0.000,98,98,98,0.137,0.844
93,0.000,163,163,163,0.901,1.801
94,0.000,172,172,172,0.896,0.071
95,0.000,198,198,198,1.210,0.169
96,0.000,167,167,167,1.428,0.973
97,0.000,112,112,112,1.585,1.139
98,0.000,108,108,108,1.135,1.273
99,0.000,136,136,136,1.023,1.121
100,0.000,160,160,160,1.273,0.389
101,0.000,115,115,115,1.260,0.485
102,0.000,156,156,156,1.419,0.398
103,0.000,103,103,103,1.439,0.660
104,0.000,116,116,116,1.541,1.246
105,0.000,128,128,128,1.448,1.326
106,0.000,176,176,176,0.546,0.939
107,0.000,240,240,240,0.412,0.678
108,0.000,112,112,112,1.110,1.123
109,0.000,189,189,189,1.146,0.664
