 ,Area,Mean,Min,Max,X,Y
1,0.000,107,107,107,8.282,0.223
2,0.000,143,143,143,8.385,15.378
3,0.000,96,96,96,0.550,7.698
4,0.000,100,100,100,16.254,7.663
5,0.000,142,142,142,12.148,5.000
6,0.000,120,120,120,11.306,6.065
7,0.000,107,107,107,12.216,6.649
8,0.000,130,130,130,12.612,6.065
9,0.000,178,178,178,10.704,6.753
10,0.000,211,211,211,10.997,7.715
11,0.000,167,167,167,11.701,7.595
12,0.000,204,204,204,12.423,8.471
13,0.000,174,174,174,13.643,7.096
14,0.000,104,104,104,12.698,7.440
15,0.000,173,173,173,11.753,8.986
16,0.000,120,120,120,10.842,8.402
17,0.000,137,137,137,10.653,9.296
18,0.000,155,155,155,9.948,9.759
19,0.000,133,133,133,9.897,8.643
20,0.000,170,170,170,8.986,9.777
21,0.000,178,178,178,9.742,10.515
22,0.000,178,178,178,8.918,7.938
23,0.000,138,138,138,9.055,6.838
24,0.000,158,158,158,8.591,7.371
25,0.000,184,184,184,7.560,7.148
26,0.000,222,222,222,8.213,6.237
27,0.000,152,152,152,7.904,8.832
28,0.000,155,155,155,7.268,8.196
29,0.000,109,109,109,6.838,9.227
30,0.000,109,109,109,5.808,7.663
31,0.000,120,120,120,6.649,6.701
32,0.000,121,121,121,7.388,5.636
33,0.000,118,118,118,8.454,5.344
34,0.000,188,188,188,8.368,10.172
35,0.000,195,195,195,8.162,10.670
36,0.000,120,120,120,6.667,10.120
37,0.000,76,76,76,7.165,11.340
38,0.000,120,120,120,8.471,11.392
39,0.000,170,170,170,9.227,11.512
40,0.000,147,147,147,10.533,11.512
41,0.000,111,111,111,9.897,12.079
42,0.000,165,165,165,10.859,12.285
43,0.000,151,151,151,11.168,10.790
44,0.000,155,155,155,12.955,9.674
45,0.000,142,142,142,4.227,6.581
46,0.000,140,140,140,3.076,7.491
47,0.000,110,110,110,4.399,7.320
48,0.000,157,157,157,5.292,9.347
49,0.000,149,149,149,6.392,8.316
50,0.000,62,62,62,7.784,2.732
51,0.000,112,112,112,7.869,4.021
52,0.000,157,157,157,9.055,3.058
53,0.000,105,105,105,9.570,2.010
54,0.000,84,84,84,10.447,3.093
55,0.000,161,161,161,5.498,4.003
56,0.000,145,145,145,6.890,3.368
57,0.000,92,92,92,6.770,4.330
58,0.000,82,82,82,7.285,1.684
59,0.000,119,119,119,6.873,2.457
60,0.000,125,125,125,8.162,1.907
61,0.000,119,119,119,10.533,13.213
62,0.000,80,80,80,12.165,13.041
63,0.000,111,111,111,12.852,11.684
64,0.000,118,118,118,11.804,12.268
65,0.000,134,134,134,5.498,12.010
66,0.000,125,125,125,6.924,12.526
67,0.000,172,172,172,5.773,13.110
68,0.000,142,142,142,4.502,11.065
69,0.000,159,159,159,5.155,10.275
70,0.000,221,221,221,6.237,11.031
71,0.000,122,122,122,3.574,11.495
72,0.000,98,98,98,3.488,10.567
73,0.000,161,161,161,2.835,6.478
74,0.000,143,143,143,3.608,6.684
75,0.000,58,58,58,5.808,3.144
