 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,18.578,24.044
2,0.000,255,255,255,17.600,23.111
3,0.000,255,255,255,12.978,22.444
4,0.000,255,255,255,17.511,22.311
5,0.000,255,255,255,12.133,22.000
6,0.000,255,255,255,19.067,21.067
7,0.000,255,255,255,16.978,21.600
8,0.000,255,255,255,8.400,21.556
9,0.000,255,255,255,20.222,21.289
10,0.000,255,255,255,11.333,20.356
11,0.000,219,219,219,12.926,19.148
12,0.000,255,255,255,8.400,20.000
13,0.000,255,255,255,10.089,19.511
14,0.000,255,255,255,11.156,19.467
15,0.000,255,255,255,14.978,18.889
16,0.000,255,255,255,20.044,18.578
17,0.000,255,255,255,17.556,18.578
18,0.000,255,255,255,12.756,18.356
19,0.000,255,255,255,9.600,17.911
20,0.000,255,255,255,11.333,17.733
21,0.000,255,255,255,6.756,17.511
22,0.000,255,255,255,5.244,18.133
23,0.000,255,255,255,10.311,17.378
24,0.000,255,255,255,15.200,16.622
25,0.000,255,255,255,16.978,16.978
26,0.000,255,255,255,6.578,16.889
27,0.000,255,255,255,8.756,16.711
28,0.000,255,255,255,17.644,16.622
29,0.000,255,255,255,7.867,16.444
30,0.000,255,255,255,21.289,16.356
31,0.000,255,255,255,13.556,16.267
32,0.000,255,255,255,12.489,16.178
33,0.000,255,255,255,10.044,15.111
34,0.000,255,255,255,5.867,16.133
35,0.000,211,211,211,14.437,13.785
36,0.000,255,255,255,11.733,15.956
37,0.000,255,255,255,13.067,15.378
38,0.000,255,255,255,7.244,15.644
39,0.000,255,255,255,22.356,15.422
40,0.000,255,255,255,16.533,15.156
41,0.000,119,119,119,18.437,15.000
42,0.000,255,255,255,6.356,14.978
43,0.000,255,255,255,20.800,14.756
44,0.000,255,255,255,11.778,13.733
45,0.000,255,255,255,6.756,13.644
46,0.000,255,255,255,8.178,13.244
47,0.000,255,255,255,15.422,13.244
48,0.000,255,255,255,4.489,13.333
49,0.000,255,255,255,14.356,12.533
50,0.000,187,187,187,17.489,12.452
51,0.000,255,255,255,10.044,13.022
52,0.000,255,255,255,12.844,12.622
53,0.000,255,255,255,7.289,11.111
54,0.000,255,255,255,7.956,12.444
55,0.000,255,255,255,10.311,11.022
56,0.000,255,255,255,9.378,11.644
57,0.000,133,133,133,13.607,9.281
58,0.000,255,255,255,9.200,9.822
59,0.000,255,255,255,17.733,8.622
60,0.000,63,63,63,9.637,8.126
61,0.000,255,255,255,16.400,7.689
62,0.000,255,255,255,8.311,7.156
63,0.000,254,254,254,20.489,22.089
64,0.000,192,192,192,14.941,20.304
65,0.000,254,254,254,22.444,19.689
66,0.000,254,254,254,11.022,16.711
67,0.000,254,254,254,10.267,14.044
68,0.000,254,254,254,4.844,12.533
69,0.000,254,254,254,7.244,8.400
70,0.000,62,62,62,16.037,19.593
71,0.000,253,253,253,22.000,18.089
72,0.000,253,253,253,5.156,16.667
73,0.000,253,253,253,13.156,8.756
74,0.000,251,251,251,20.000,13.467
75,0.000,251,251,251,15.911,12.444
76,0.000,251,251,251,4.578,11.422
77,0.000,251,251,251,12.711,10.889
78,0.000,165,165,165,19.030,11.326
79,0.000,251,251,251,14.844,6.533
80,0.000,250,250,250,6.311,19.644
81,0.000,119,119,119,4.244,16.244
