 ,Area,Mean,Min,Max,X,Y
1,0.000,209,209,209,1.932,3.676
2,0.000,255,255,255,2.032,3.368
3,0.000,200,200,200,1.716,3.572
4,0.000,198,198,198,2.600,3.420
5,0.000,255,255,255,3.456,3.528
6,0.000,255,255,255,1.352,3.472
7,0.000,255,255,255,3.080,3.440
8,0.000,255,255,255,3.312,3.416
9,0.000,255,255,255,1.576,3.336
10,0.000,255,255,255,2.468,3.032
11,0.000,255,255,255,2.976,3.008
12,0.000,255,255,255,1.824,3.008
13,0.000,255,255,255,3.400,3.064
14,0.000,255,255,255,2.016,2.992
15,0.000,255,255,255,0.968,2.912
16,0.000,255,255,255,2.104,2.752
17,0.000,255,255,255,3.120,2.800
18,0.000,255,255,255,2.800,2.720
19,0.000,255,255,255,1.208,2.792
20,0.000,255,255,255,1.632,2.736
21,0.000,255,255,255,1.360,2.764
22,0.000,255,255,255,0.896,2.752
23,0.000,255,255,255,3.144,2.640
24,0.000,255,255,255,2.480,2.696
25,0.000,255,255,255,1.824,2.664
26,0.000,255,255,255,1.008,2.656
27,0.000,255,255,255,0.904,2.600
28,0.000,255,255,255,2.336,2.624
29,0.000,255,255,255,2.440,2.608
30,0.000,255,255,255,1.352,2.432
31,0.000,255,255,255,2.680,2.528
32,0.000,255,255,255,2.040,2.488
33,0.000,255,255,255,1.712,2.440
34,0.000,255,255,255,1.016,2.496
35,0.000,255,255,255,2.280,2.320
36,0.000,255,255,255,1.104,2.456
37,0.000,255,255,255,3.688,2.432
38,0.000,255,255,255,3.528,2.384
39,0.000,255,255,255,0.992,2.328
40,0.000,255,255,255,0.608,2.376
41,0.000,255,255,255,3.280,2.320
42,0.000,255,255,255,3.032,2.304
43,0.000,255,255,255,0.808,2.296
44,0.000,255,255,255,1.592,2.240
45,0.000,255,255,255,2.904,2.272
46,0.000,255,255,255,1.688,2.224
47,0.000,255,255,255,1.432,2.144
48,0.000,255,255,255,2.048,2.128
49,0.000,255,255,255,4.080,2.184
50,0.000,255,255,255,3.336,2.144
51,0.000,255,255,255,2.632,2.072
52,0.000,255,255,255,0.592,2.136
53,0.000,255,255,255,2.472,2.120
54,0.000,255,255,255,1.296,2.096
55,0.000,255,255,255,1.880,2.064
56,0.000,255,255,255,1.072,2.016
57,0.000,255,255,255,0.656,2.016
58,0.000,255,255,255,3.168,2.032
59,0.000,255,255,255,2.336,2.024
60,0.000,255,255,255,1.744,2.016
61,0.000,255,255,255,2.464,2.040
62,0.000,255,255,255,0.992,1.920
63,0.000,255,255,255,1.568,1.880
64,0.000,255,255,255,2.904,1.840
65,0.000,255,255,255,1.328,1.840
66,0.000,255,255,255,2.200,1.792
67,0.000,255,255,255,2.560,1.832
68,0.000,255,255,255,3.304,1.808
69,0.000,255,255,255,1.432,1.824
70,0.000,255,255,255,1.152,1.792
71,0.000,255,255,255,1.936,1.800
72,0.000,255,255,255,3.384,1.760
73,0.000,255,255,255,1.936,1.624
74,0.000,200,200,200,3.128,1.584
75,0.000,255,255,255,2.672,1.656
76,0.000,255,255,255,1.784,1.688
77,0.000,255,255,255,2.328,1.576
78,0.000,255,255,255,3.600,1.600
79,0.000,255,255,255,2.776,1.480
80,0.000,255,255,255,0.936,1.552
81,0.000,255,255,255,3.816,1.520
82,0.000,255,255,255,1.496,1.432
83,0.000,255,255,255,1.840,1.176
84,0.000,255,255,255,3.240,1.320
85,0.000,255,255,255,1.424,1.224
86,0.000,255,255,255,2.584,1.272
87,0.000,255,255,255,3.376,1.256
88,0.000,255,255,255,3.048,1.208
89,0.000,255,255,255,2.392,1.176
90,0.000,255,255,255,2.808,1.080
91,0.000,255,255,255,2.496,0.992
92,0.000,255,255,255,2.200,0.912
93,0.000,255,255,255,2.672,0.920
94,0.000,255,255,255,1.648,0.688
95,0.000,253,253,253,3.408,3.176
96,0.000,251,251,251,3.208,3.232
97,0.000,251,251,251,0.896,3.056
98,0.000,250,250,250,1.168,3.312
99,0.000,250,250,250,3.608,3.128
100,0.000,250,250,250,0.760,2.912
101,0.000,250,250,250,2.344,1.840
102,0.000,249,249,249,1.552,3.648
