 ,Area,Mean,Min,Max,X,Y
1,0.000,161,161,161,19.406,13.851
2,0.000,87,87,87,19.164,13.337
3,0.000,177,177,177,19.104,13.760
4,0.000,98,98,98,19.889,12.975
5,0.000,137,137,137,20.342,13.005
6,0.000,227,227,227,19.285,12.401
7,0.000,152,152,152,18.832,13.217
8,0.000,199,199,199,18.349,13.035
9,0.000,241,241,241,17.806,13.247
10,0.000,204,204,204,17.987,12.733
11,0.000,119,119,119,18.530,12.130
12,0.000,82,82,82,19.074,11.858
13,0.000,110,110,110,19.557,11.616
14,0.000,109,109,109,20.583,11.858
15,0.000,68,68,68,21.217,12.220
16,0.000,90,90,90,20.885,12.945
17,0.000,218,218,218,21.277,13.730
18,0.000,187,187,187,21.851,13.911
19,0.000,129,129,129,20.462,14.605
20,0.000,83,83,83,20.040,14.303
21,0.000,107,107,107,20.311,14.937
22,0.000,143,143,143,20.130,15.722
23,0.000,99,99,99,19.738,15.753
24,0.000,75,75,75,20.794,16.266
25,0.000,66,66,66,20.583,16.417
26,0.000,205,205,205,21.338,15.843
27,0.000,96,96,96,21.942,15.753
28,0.000,163,163,163,22.032,15.088
29,0.000,5,5,5,22.636,15.571
30,0.000,57,57,57,22.817,14.998
31,0.000,36,36,36,23.210,14.726
32,0.000,222,222,222,23.723,14.575
33,0.000,57,57,57,23.391,14.001
34,0.000,22,22,22,22.817,13.941
35,0.000,58,58,58,22.304,13.186
36,0.000,137,137,137,22.455,12.703
37,0.000,111,111,111,22.032,13.096
38,0.000,161,161,161,22.093,11.888
39,0.000,114,114,114,21.972,11.254
40,0.000,113,113,113,21.489,11.194
41,0.000,163,163,163,21.187,11.496
42,0.000,110,110,110,20.643,11.254
43,0.000,79,79,79,20.160,11.254
44,0.000,67,67,67,19.466,10.862
45,0.000,234,234,234,19.375,10.439
46,0.000,49,49,49,18.802,11.405
47,0.000,111,111,111,18.198,11.435
48,0.000,134,134,134,17.866,11.828
49,0.000,79,79,79,17.322,12.039
50,0.000,32,32,32,17.322,13.367
51,0.000,79,79,79,17.504,13.851
52,0.000,185,185,185,17.322,14.273
53,0.000,151,151,151,17.594,14.575
54,0.000,20,20,20,18.228,15.239
55,0.000,82,82,82,18.651,14.817
56,0.000,161,161,161,19.949,16.356
57,0.000,103,103,103,19.647,16.658
58,0.000,99,99,99,19.134,16.236
59,0.000,63,63,63,18.560,16.085
60,0.000,181,181,181,20.553,17.232
61,0.000,181,181,181,21.459,17.292
62,0.000,239,239,239,21.579,16.870
63,0.000,110,110,110,22.425,16.507
64,0.000,70,70,70,23.512,16.900
65,0.000,110,110,110,23.964,16.598
66,0.000,239,239,239,24.629,15.722
67,0.000,115,115,115,25.021,15.149
68,0.000,129,129,129,25.414,15.541
69,0.000,113,113,113,25.444,16.236
70,0.000,73,73,73,25.263,16.568
71,0.000,61,61,61,25.565,13.851
72,0.000,125,125,125,25.716,14.847
73,0.000,218,218,218,26.168,15.058
74,0.000,92,92,92,23.693,13.398
75,0.000,137,137,137,23.421,12.552
76,0.000,128,128,128,20.130,17.534
77,0.000,61,61,61,19.496,17.534
78,0.000,172,172,172,18.409,17.141
79,0.000,168,168,168,17.775,16.054
80,0.000,198,198,198,17.504,15.753
81,0.000,246,246,246,16.870,15.722
82,0.000,105,105,105,16.688,15.028
83,0.000,134,134,134,16.688,14.515
84,0.000,229,229,229,20.493,18.077
85,0.000,10,10,10,21.791,17.956
86,0.000,52,52,52,22.515,18.107
87,0.000,202,202,202,23.029,17.926
88,0.000,72,72,72,23.481,17.685
89,0.000,205,205,205,24.870,17.806
90,0.000,244,244,244,24.538,17.292
91,0.000,168,168,168,25.172,17.353
92,0.000,52,52,52,22.334,18.470
93,0.000,143,143,143,21.881,18.923
94,0.000,180,180,180,21.338,19.074
95,0.000,35,35,35,20.885,19.043
96,0.000,163,163,163,20.372,18.802
97,0.000,63,63,63,18.349,18.228
98,0.000,57,57,57,18.892,19.013
99,0.000,40,40,40,19.496,19.255
100,0.000,107,107,107,19.587,18.651
101,0.000,143,143,143,25.987,17.292
102,0.000,17,17,17,20.251,0.959
103,0.000,87,87,87,20.281,39.090
104,0.000,128,128,128,0.597,19.889
105,0.000,66,66,66,40.237,20.130
