 ,Area,Mean,Min,Max,X,Y
102,0.000,195,195,195,25.208,17.864
103,0.000,158,158,158,24.531,17.603
104,0.000,74,74,74,21.848,17.551
105,0.000,114,114,114,21.067,17.994
106,0.000,109,109,109,21.093,18.437
107,0.000,148,148,148,21.484,19.036
108,0.000,101,101,101,20.859,18.801
109,0.000,174,174,174,19.713,19.426
110,0.000,150,150,150,21.926,19.635
111,0.000,140,140,140,20.728,19.947
112,0.000,103,103,103,17.994,18.931
113,0.000,122,122,122,18.931,19.973
114,0.000,140,140,140,18.619,20.208
115,0.000,140,140,140,17.004,18.775
116,0.000,122,122,122,16.666,17.864
117,0.000,109,109,109,16.119,18.567
118,0.000,152,152,152,15.963,16.796
119,0.000,176,176,176,15.285,16.301
120,0.000,73,73,73,15.155,15.520
121,0.000,141,141,141,14.791,15.312
122,0.000,127,127,127,14.296,14.270
123,0.000,114,114,114,14.061,15.051
124,0.000,112,112,112,13.489,14.218
125,0.000,98,98,98,13.853,15.676
126,0.000,74,74,74,14.218,16.327
127,0.000,121,121,121,14.452,16.796
128,0.000,111,111,111,14.921,17.603
129,0.000,120,120,120,13.827,17.239
130,0.000,106,106,106,13.462,16.536
131,0.000,73,73,73,12.681,15.937
132,0.000,127,127,127,13.020,15.442
133,0.000,165,165,165,12.655,15.103
134,0.000,94,94,94,12.473,14.504
135,0.000,103,103,103,16.874,9.478
136,0.000,116,116,116,16.796,10.051
137,0.000,112,112,112,18.437,9.191
138,0.000,109,109,109,16.562,8.124
139,0.000,91,91,91,16.353,8.879
140,0.000,84,84,84,15.676,8.228
141,0.000,110,110,110,14.426,10.337
142,0.000,62,62,62,13.072,11.639
143,0.000,114,114,114,13.436,12.030
144,0.000,122,122,122,13.228,12.994
145,0.000,58,58,58,13.827,13.306
146,0.000,167,167,167,23.463,10.858
147,0.000,97,97,97,22.786,10.468
148,0.000,93,93,93,24.218,10.546
149,0.000,94,94,94,24.531,11.171
150,0.000,134,134,134,23.723,9.738
151,0.000,120,120,120,23.098,9.426
152,0.000,133,133,133,21.848,10.494
153,0.000,167,167,167,21.536,10.285
154,0.000,121,121,121,21.145,9.973
155,0.000,125,125,125,20.390,10.129
156,0.000,119,119,119,19.661,9.452
157,0.000,94,94,94,20.885,9.165
158,0.000,210,210,210,18.879,21.067
159,0.000,152,152,152,19.921,20.676
160,0.000,110,110,110,20.155,20.989
161,0.000,172,172,172,21.093,20.572
162,0.000,147,147,147,21.171,21.041
163,0.000,84,84,84,21.692,20.937
164,0.000,124,124,124,22.525,20.937
165,0.000,73,73,73,22.994,19.973
166,0.000,112,112,112,23.359,20.520
167,0.000,69,69,69,24.687,19.609
168,0.000,116,116,116,25.156,19.400
169,0.000,70,70,70,11.587,17.291
170,0.000,88,88,88,11.666,16.483
171,0.000,96,96,96,12.421,17.004
172,0.000,89,89,89,13.176,17.082
173,0.000,124,124,124,13.671,18.359
174,0.000,142,142,142,12.525,18.359
175,0.000,122,122,122,12.265,17.916
176,0.000,102,102,102,14.166,19.270
177,0.000,129,129,129,14.973,19.218
178,0.000,78,78,78,15.103,18.437
