 ,Area,Mean,Min,Max,X,Y
1,0.000,159,159,159,6.630,5.685
2,0.000,63,63,63,7.963,5.815
3,0.000,186,186,186,9.185,5.278
4,0.000,71,71,71,8.259,4.648
5,0.000,104,104,104,7.074,4.667
6,0.000,77,77,77,8.463,3.241
7,0.000,123,123,123,8.611,2.407
8,0.000,143,143,143,7.315,3.574
9,0.000,106,106,106,10.222,4.648
10,0.000,131,131,131,10.556,4.278
11,0.000,129,129,129,10.519,2.148
12,0.000,127,127,127,10.278,7.926
13,0.000,136,136,136,8.963,6.704
14,0.000,117,117,117,9.778,7.370
15,0.000,150,150,150,7.981,7.037
16,0.000,59,59,59,7.111,6.315
17,0.000,78,78,78,6.889,7.370
18,0.000,184,184,184,6.222,8.093
19,0.000,158,158,158,7.056,8.704
20,0.000,81,81,81,7.593,8.315
21,0.000,154,154,154,7.519,9.185
22,0.000,70,70,70,7.944,7.611
23,0.000,122,122,122,9.556,8.556
24,0.000,178,178,178,8.389,9.926
25,0.000,123,123,123,9.111,10.685
26,0.000,122,122,122,8.870,11.630
27,0.000,156,156,156,7.981,10.870
28,0.000,109,109,109,7.222,10.481
29,0.000,147,147,147,6.389,9.444
30,0.000,206,206,206,5.648,10.056
31,0.000,165,165,165,4.944,8.630
32,0.000,174,174,174,5.185,6.759
33,0.000,130,130,130,5.056,7.444
34,0.000,166,166,166,4.093,7.611
35,0.000,138,138,138,4.148,6.074
36,0.000,143,143,143,4.870,6.185
37,0.000,201,201,201,5.481,5.611
38,0.000,106,106,106,3.444,4.926
39,0.000,108,108,108,4.667,3.815
40,0.000,161,161,161,5.056,4.907
41,0.000,87,87,87,6.444,4.556
42,0.000,77,77,77,6.704,3.204
43,0.000,98,98,98,6.000,2.704
44,0.000,149,149,149,11.148,7.556
45,0.000,114,114,114,10.407,5.685
46,0.000,136,136,136,12.000,5.444
47,0.000,159,159,159,11.370,5.963
48,0.000,103,103,103,3.241,6.741
49,0.000,144,144,144,2.463,7.444
50,0.000,60,60,60,3.167,7.722
51,0.000,96,96,96,3.537,8.611
52,0.000,91,91,91,4.167,8.593
53,0.000,131,131,131,4.074,9.815
54,0.000,205,205,205,5.037,9.685
55,0.000,60,60,60,6.389,11.500
56,0.000,144,144,144,5.630,11.093
57,0.000,102,102,102,5.204,11.778
58,0.000,149,149,149,6.000,12.037
59,0.000,169,169,169,6.944,12.111
60,0.000,141,141,141,3.685,10.500
61,0.000,113,113,113,2.796,9.778
62,0.000,141,141,141,2.185,8.296
63,0.000,127,127,127,1.741,8.648
64,0.000,138,138,138,3.426,11.741
65,0.000,120,120,120,2.463,11.333
66,0.000,112,112,112,4.407,11.889
67,0.000,57,57,57,4.593,10.852
68,0.000,180,180,180,8.037,12.241
69,0.000,80,80,80,7.241,0.667
70,0.000,43,43,43,0.241,8.315
71,0.000,147,147,147,14.167,8.093
72,0.000,72,72,72,7.796,15.296
73,0.000,160,160,160,10.556,10.130
74,0.000,166,166,166,9.778,9.722
75,0.000,115,115,115,4.056,12.778
76,0.000,179,179,179,6.296,13.000
77,0.000,173,173,173,7.741,13.648
78,0.000,121,121,121,11.778,10.167
79,0.000,140,140,140,10.722,9.204
80,0.000,158,158,158,12.741,8.056
81,0.000,108,108,108,12.759,6.944
