 ,Area,Mean,Min,Max,X,Y
1,0.000,244,244,244,23.355,19.309
2,0.000,202,202,202,24.272,19.088
3,0.000,113,113,113,23.671,18.645
4,0.000,155,155,155,22.818,18.961
5,0.000,215,215,215,22.786,19.530
6,0.000,175,175,175,23.197,20.099
7,0.000,80,80,80,24.146,19.815
8,0.000,91,91,91,24.809,19.688
9,0.000,137,137,137,24.904,20.321
10,0.000,148,148,148,25.410,19.688
11,0.000,157,157,157,25.853,20.099
12,0.000,178,178,178,25.695,19.183
13,0.000,195,195,195,26.074,18.961
14,0.000,195,195,195,26.453,18.329
15,0.000,153,153,153,25.853,17.444
16,0.000,193,193,193,24.114,17.887
17,0.000,55,55,55,24.715,17.254
18,0.000,113,113,113,23.766,16.590
19,0.000,82,82,82,22.597,16.907
20,0.000,73,73,73,22.470,17.634
21,0.000,187,187,187,21.933,18.266
22,0.000,70,70,70,20.858,17.286
23,0.000,181,181,181,21.901,18.898
24,0.000,104,104,104,21.364,19.214
25,0.000,150,150,150,20.795,18.582
26,0.000,165,165,165,20.036,18.961
27,0.000,165,165,165,20.163,17.665
28,0.000,155,155,155,20.921,16.432
29,0.000,117,117,117,21.870,16.401
30,0.000,161,161,161,22.533,15.863
31,0.000,76,76,76,23.071,16.243
32,0.000,93,93,93,24.051,16.053
33,0.000,117,117,117,24.936,15.358
34,0.000,97,97,97,25.157,16.148
35,0.000,119,119,119,25.916,16.211
36,0.000,130,130,130,26.074,16.685
37,0.000,219,219,219,26.801,17.223
38,0.000,174,174,174,27.149,16.748
39,0.000,174,174,174,27.496,16.179
40,0.000,97,97,97,26.738,15.737
41,0.000,140,140,140,27.560,15.389
42,0.000,101,101,101,26.200,14.947
43,0.000,157,157,157,27.402,17.760
44,0.000,110,110,110,27.022,18.961
45,0.000,127,127,127,27.686,18.582
46,0.000,182,182,182,28.255,18.361
47,0.000,164,164,164,28.476,17.792
48,0.000,112,112,112,28.097,16.748
49,0.000,153,153,153,28.698,16.274
50,0.000,236,236,236,29.646,17.191
51,0.000,100,100,100,29.646,18.203
52,0.000,134,134,134,29.045,18.961
53,0.000,121,121,121,27.718,19.341
54,0.000,165,165,165,28.129,20.131
55,0.000,185,185,185,27.528,20.415
56,0.000,130,130,130,26.833,20.099
57,0.000,165,165,165,26.675,20.858
58,0.000,226,226,226,27.180,21.048
59,0.000,110,110,110,28.129,21.016
60,0.000,79,79,79,29.362,20.257
61,0.000,193,193,193,29.804,19.688
62,0.000,157,157,157,30.626,18.677
63,0.000,87,87,87,31.037,18.139
64,0.000,157,157,157,26.864,21.901
65,0.000,150,150,150,28.034,21.996
66,0.000,188,188,188,29.678,21.427
67,0.000,222,222,222,30.594,21.206
68,0.000,148,148,148,31.195,20.637
69,0.000,161,161,161,30.752,19.752
70,0.000,132,132,132,31.796,19.625
71,0.000,106,106,106,25.916,21.174
72,0.000,181,181,181,25.094,21.395
73,0.000,225,225,225,25.473,21.870
74,0.000,171,171,171,26.232,22.470
75,0.000,140,140,140,23.671,21.996
76,0.000,161,161,161,22.786,21.332
77,0.000,232,232,232,22.154,20.605
78,0.000,189,189,189,20.605,21.395
79,0.000,158,158,158,20.763,20.036
80,0.000,158,158,158,19.562,19.720
81,0.000,168,168,168,19.088,20.321
82,0.000,146,146,146,19.625,20.953
83,0.000,144,144,144,18.582,19.783
84,0.000,114,114,114,17.760,18.361
85,0.000,89,89,89,19.499,16.179
86,0.000,80,80,80,22.122,0.911
87,0.000,83,83,83,23.766,40.805
88,0.000,83,83,83,2.934,19.910
89,0.000,73,73,73,42.638,20.415
90,0.000,165,165,165,18.203,16.843
91,0.000,159,159,159,19.183,16.970
92,0.000,181,181,181,18.772,15.927
93,0.000,121,121,121,18.993,15.263
94,0.000,131,131,131,19.973,15.326
95,0.000,131,131,131,20.668,15.737
96,0.000,158,158,158,21.395,15.200
97,0.000,193,193,193,22.755,15.294
98,0.000,165,165,165,23.893,14.662
99,0.000,198,198,198,25.062,14.630
100,0.000,202,202,202,25.600,14.757
101,0.000,137,137,137,26.580,14.346
102,0.000,89,89,89,27.496,14.188
103,0.000,206,206,206,28.698,14.947
104,0.000,96,96,96,28.476,15.674
105,0.000,146,146,146,28.919,13.935
106,0.000,172,172,172,26.769,13.240
107,0.000,144,144,144,26.548,12.639
108,0.000,66,66,66,25.252,13.366
109,0.000,195,195,195,24.683,13.745
110,0.000,101,101,101,23.166,13.651
111,0.000,157,157,157,20.573,14.346
112,0.000,73,73,73,21.111,13.903
113,0.000,189,189,189,17.918,15.642
114,0.000,221,221,221,18.045,14.630
115,0.000,138,138,138,18.582,13.872
116,0.000,72,72,72,19.562,13.366
117,0.000,247,247,247,24.304,23.008
118,0.000,253,253,253,23.292,23.102
119,0.000,168,168,168,20.921,22.533
120,0.000,96,96,96,21.838,23.292
121,0.000,89,89,89,22.502,23.766
122,0.000,151,151,151,23.324,24.525
123,0.000,189,189,189,21.269,12.702
124,0.000,137,137,137,22.375,12.955
125,0.000,155,155,155,24.715,12.260
126,0.000,104,104,104,25.220,12.765
127,0.000,135,135,135,27.623,12.386
128,0.000,147,147,147,27.971,13.271
129,0.000,226,226,226,24.557,24.304
130,0.000,234,234,234,25.284,23.861
131,0.000,93,93,93,26.453,24.114
132,0.000,121,121,121,26.991,23.197
133,0.000,169,169,169,27.749,23.166
134,0.000,63,63,63,28.571,22.597
135,0.000,67,67,67,29.520,22.850
