 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,1.250,2.132
2,0.000,255,255,255,1.698,2.105
3,0.000,255,255,255,1.560,2.127
4,0.000,255,255,255,0.962,2.083
5,0.000,255,255,255,1.711,2.052
6,0.000,255,255,255,1.489,1.919
7,0.000,255,255,255,1.197,1.959
8,0.000,255,255,255,1.875,1.910
9,0.000,226,226,226,1.698,1.813
10,0.000,255,255,255,0.966,1.901
11,0.000,255,255,255,1.826,1.875
12,0.000,255,255,255,1.316,1.799
13,0.000,255,255,255,1.582,1.773
14,0.000,255,255,255,1.804,1.782
15,0.000,255,255,255,2.043,1.746
16,0.000,255,255,255,0.953,1.733
17,0.000,255,255,255,1.932,1.733
18,0.000,255,255,255,1.112,1.693
19,0.000,255,255,255,1.480,1.671
20,0.000,255,255,255,1.245,1.680
21,0.000,255,255,255,1.268,1.613
22,0.000,255,255,255,2.017,1.520
23,0.000,227,227,227,1.856,1.534
24,0.000,255,255,255,1.702,1.565
25,0.000,255,255,255,1.569,1.511
26,0.000,255,255,255,1.254,1.489
27,0.000,220,220,220,1.431,1.452
28,0.000,203,203,203,2.270,1.428
29,0.000,255,255,255,1.591,1.467
30,0.000,255,255,255,2.198,1.378
31,0.000,192,192,192,1.540,1.348
32,0.000,255,255,255,1.321,1.365
33,0.000,114,114,114,1.800,1.252
34,0.000,255,255,255,1.409,1.276
35,0.000,205,205,205,2.063,1.239
36,0.000,255,255,255,1.374,1.228
37,0.000,255,255,255,1.640,1.206
38,0.000,255,255,255,2.278,1.197
39,0.000,255,255,255,1.383,1.143
40,0.000,255,255,255,1.529,1.130
41,0.000,255,255,255,2.034,1.104
42,0.000,255,255,255,2.345,1.108
43,0.000,255,255,255,1.565,1.068
44,0.000,255,255,255,1.994,1.011
45,0.000,255,255,255,2.243,0.975
46,0.000,255,255,255,2.079,0.842
47,0.000,255,255,255,1.822,0.926
48,0.000,131,131,131,1.345,0.807
49,0.000,255,255,255,2.057,0.678
50,0.000,254,254,254,2.114,1.028
51,0.000,254,254,254,1.671,0.980
52,0.000,169,169,169,1.924,1.266
53,0.000,253,253,253,2.083,0.572
54,0.000,216,216,216,2.158,1.274
55,0.000,249,249,249,0.988,1.972
56,0.000,183,183,183,1.847,1.419
57,0.000,177,177,177,1.416,0.902
58,0.000,246,246,246,1.791,1.573
59,0.000,135,135,135,2.249,1.088
60,0.000,244,244,244,1.746,1.897
61,0.000,244,244,244,1.671,1.706
62,0.000,242,242,242,1.112,1.861
63,0.000,242,242,242,1.330,1.494
64,0.000,242,242,242,1.011,0.589
65,0.000,241,241,241,0.980,1.454
66,0.000,238,238,238,0.975,1.635
67,0.000,238,238,238,1.609,0.691
68,0.000,236,236,236,1.901,1.126
69,0.000,235,235,235,1.879,0.705
70,0.000,233,233,233,1.312,2.154
71,0.000,233,233,233,1.777,2.043
72,0.000,233,233,233,1.879,0.403
73,0.000,179,179,179,1.549,2.243
74,0.000,232,232,232,0.802,1.702
75,0.000,232,232,232,1.640,1.330
76,0.000,232,232,232,1.746,1.081
77,0.000,231,231,231,1.370,2.216
78,0.000,231,231,231,1.596,1.999
79,0.000,231,231,231,1.019,1.516
80,0.000,217,217,217,1.922,1.468
81,0.000,230,230,230,1.183,1.121
82,0.000,227,227,227,1.064,1.290
83,0.000,227,227,227,1.751,1.170
84,0.000,131,131,131,1.401,1.008
85,0.000,227,227,227,1.755,0.647
86,0.000,226,226,226,1.192,1.396
87,0.000,226,226,226,1.609,0.603
88,0.000,225,225,225,1.627,0.900
89,0.000,224,224,224,1.427,2.376
90,0.000,179,179,179,2.406,1.298
91,0.000,222,222,222,1.192,0.762
92,0.000,221,221,221,1.658,1.042
93,0.000,221,221,221,1.511,1.006
94,0.000,221,221,221,2.203,0.767
95,0.000,187,187,187,2.175,0.917
96,0.000,220,220,220,1.183,0.607
97,0.000,219,219,219,1.538,0.594
98,0.000,216,216,216,1.773,2.123
99,0.000,216,216,216,1.915,1.671
100,0.000,216,216,216,1.099,1.542
101,0.000,216,216,216,0.824,1.529
102,0.000,216,216,216,0.993,1.183
103,0.000,214,214,214,1.064,2.070
104,0.000,212,212,212,1.932,0.652
105,0.000,212,212,212,1.817,0.301
106,0.000,210,210,210,1.861,1.206
107,0.000,209,209,209,0.789,1.941
108,0.000,169,169,169,1.768,1.673
109,0.000,151,151,151,0.917,1.067
110,0.000,148,148,148,0.884,0.716
111,0.000,205,205,205,1.011,0.669
112,0.000,203,203,203,0.558,1.418
113,0.000,203,203,203,1.977,1.343
114,0.000,203,203,203,1.046,1.073
115,0.000,200,200,200,0.656,0.740
116,0.000,199,199,199,0.727,1.813
117,0.000,199,199,199,1.197,0.452
118,0.000,199,199,199,1.609,0.439
119,0.000,198,198,198,2.039,1.383
120,0.000,198,198,198,0.966,1.263
121,0.000,61,61,61,1.082,1.215
122,0.000,195,195,195,0.718,0.674
123,0.000,194,194,194,0.519,1.547
124,0.000,194,194,194,1.197,0.847
125,0.000,193,193,193,0.793,1.206
126,0.000,190,190,190,1.223,0.541
127,0.000,141,141,141,1.271,0.281
128,0.000,125,125,125,1.242,0.657
129,0.000,187,187,187,1.640,0.372
130,0.000,185,185,185,0.731,1.578
131,0.000,185,185,185,0.793,0.838
132,0.000,157,157,157,1.316,1.977
133,0.000,132,132,132,1.707,0.817
134,0.000,61,61,61,1.242,0.988
135,0.000,142,142,142,1.109,0.934
136,0.000,179,179,179,1.844,0.545
137,0.000,178,178,178,0.674,0.878
138,0.000,176,176,176,1.334,0.674
139,0.000,174,174,174,1.347,0.133
140,0.000,173,173,173,0.767,1.392
141,0.000,173,173,173,0.851,1.374
142,0.000,173,173,173,0.842,0.576
143,0.000,173,173,173,1.392,0.425
144,0.000,134,134,134,1.449,0.370
145,0.000,115,115,115,0.881,1.682
146,0.000,168,168,168,1.516,0.847
147,0.000,167,167,167,1.440,1.773
148,0.000,118,118,118,0.955,0.831
149,0.000,158,158,158,1.387,0.603
150,0.000,157,157,157,0.687,1.427
151,0.000,144,144,144,1.604,0.301
152,0.000,100,100,100,1.135,0.343
153,0.000,112,112,112,1.197,0.045
154,0.000,210,210,210,1.972,1.918
155,0.000,109,109,109,0.825,0.943
156,0.000,66,66,66,0.934,0.926
157,0.000,118,118,118,0.926,0.500
158,0.000,50,50,50,1.407,0.278
159,0.000,129,129,129,1.972,0.878
160,0.000,125,125,125,1.008,1.381
161,0.000,112,112,112,0.713,1.251
162,0.000,112,112,112,0.293,1.097
163,0.000,168,168,168,0.837,1.780
164,0.000,252,252,252,1.389,2.007
165,0.000,172,172,172,2.302,0.988
166,0.000,98,98,98,0.586,1.257
167,0.000,56,56,56,0.683,1.118
168,0.000,112,112,112,1.484,0.751
169,0.000,140,140,140,1.366,0.494
170,0.000,142,142,142,0.645,1.517
171,0.000,201,201,201,1.490,2.066
172,0.000,251,251,251,1.644,2.181
173,0.000,135,135,135,1.159,2.172
174,0.000,206,206,206,1.671,1.910
175,0.000,139,139,139,1.709,1.403
176,0.000,203,203,203,1.750,1.329
177,0.000,141,141,141,1.956,1.178
178,0.000,130,130,130,2.107,1.570
179,0.000,160,160,160,2.124,1.665
180,0.000,144,144,144,2.048,1.673
181,0.000,147,147,147,1.991,1.604
