 ,Area,Mean,Min,Max,X,Y
1,0.000,217,217,217,16.583,9.667
2,0.000,182,182,182,17.667,8.917
3,0.000,160,160,160,18.333,9.500
4,0.000,188,188,188,17.833,11.000
5,0.000,183,183,183,19.708,8.583
6,0.000,211,211,211,18.958,7.167
7,0.000,178,178,178,20.167,6.792
8,0.000,186,186,186,20.417,8.375
9,0.000,133,133,133,21.375,9.000
10,0.000,188,188,188,22.500,8.583
11,0.000,213,213,213,21.917,6.583
12,0.000,130,130,130,24.833,6.667
13,0.000,132,132,132,23.417,10.167
14,0.000,179,179,179,23.792,7.917
15,0.000,151,151,151,24.833,13.958
16,0.000,122,122,122,24.958,9.542
17,0.000,165,165,165,27.875,11.292
18,0.000,184,184,184,28.292,9.833
19,0.000,205,205,205,26.375,10.625
20,0.000,197,197,197,29.125,11.583
21,0.000,181,181,181,28.417,15.583
22,0.000,153,153,153,25.833,17.375
23,0.000,188,188,188,23.917,16.375
24,0.000,149,149,149,26.792,14.667
25,0.000,161,161,161,30.542,16.667
26,0.000,209,209,209,29.458,17.208
27,0.000,187,187,187,28.250,18.500
28,0.000,144,144,144,26.333,19.792
29,0.000,196,196,196,22.250,20.083
30,0.000,172,172,172,24.708,20.958
31,0.000,132,132,132,20.292,22.750
32,0.000,192,192,192,18.500,21.750
33,0.000,209,209,209,20.583,21.125
34,0.000,203,203,203,19.208,19.542
35,0.000,165,165,165,21.042,19.583
36,0.000,197,197,197,16.583,20.208
37,0.000,232,232,232,15.458,23.292
38,0.000,107,107,107,12.875,23.292
39,0.000,179,179,179,13.875,21.042
40,0.000,222,222,222,13.917,22.125
41,0.000,76,76,76,15.458,20.417
42,0.000,194,194,194,17.208,18.667
43,0.000,147,147,147,17.000,17.125
44,0.000,196,196,196,18.583,13.542
45,0.000,217,217,217,21.333,15.667
46,0.000,213,213,213,16.375,13.958
47,0.000,203,203,203,15.625,12.000
48,0.000,199,199,199,13.083,15.667
49,0.000,163,163,163,15.750,16.042
50,0.000,215,215,215,14.875,16.750
51,0.000,211,211,211,13.542,16.917
52,0.000,155,155,155,12.833,18.792
53,0.000,184,184,184,11.458,17.625
54,0.000,188,188,188,10.958,16.500
55,0.000,195,195,195,12.500,11.583
56,0.000,191,191,191,14.458,10.750
57,0.000,147,147,147,13.875,13.500
58,0.000,247,247,247,11.708,10.000
59,0.000,192,192,192,12.583,9.083
60,0.000,232,232,232,13.917,8.500
61,0.000,225,225,225,15.417,7.792
62,0.000,202,202,202,16.667,8.292
63,0.000,245,245,245,16.958,7.000
64,0.000,213,213,213,20.125,5.625
65,0.000,206,206,206,9.750,16.750
66,0.000,206,206,206,11.458,21.000
67,0.000,229,229,229,10.500,22.500
68,0.000,165,165,165,18.167,23.333
69,0.000,205,205,205,17.667,24.792
70,0.000,241,241,241,18.792,26.083
71,0.000,187,187,187,20.250,25.208
72,0.000,128,128,128,21.958,22.792
73,0.000,174,174,174,23.458,23.750
74,0.000,206,206,206,26.208,22.750
75,0.000,111,111,111,29.083,20.917
76,0.000,152,152,152,28.917,20.000
77,0.000,147,147,147,31.292,18.583
78,0.000,237,237,237,20.833,3.125
79,0.000,91,91,91,19.917,30.208
80,0.000,119,119,119,4.625,16.792
81,0.000,86,86,86,33.500,17.667
